otvoritev,barva,stevilo_iger,eco,datum,performance_rating,povprecen_rating,zmaga,remi,poraz,poteze 
"French Defense, Tarrasch Variation, Guimard Defense",black,1137,C03,2022-07-24,2110,2150,34.6,27.4,38.1,1.e4 e6 2.d4 d5 3.Nd2 Nc6
"French Defense, Tarrasch Variation, Guimard Defense, Main Line",black,4634,C04,2022-07-10,2224,2267,30.8,26.4,42.8,1.e4 e6 2.d4 d5 3.Nd2 Nc6 4.Ngf3 Nf6
"French Defense, Tarrasch Variation, Haberditz Variation",black,132,C03,2022-04-23,2195,2236,24.2,30.3,45.5,1.e4 e6 2.d4 d5 3.Nd2 f5
"French Defense, Tarrasch Variation, Leningrad Variation",black,389,C06,2022-07-23,2232,2314,27.3,26.5,46.3,1.e4 e6 2.d4 d5 3.Nd2 Nf6 4.e5 Nfd7 5.Bd3 c5 6.c3 Nc6 7.Ne2 cxd4 8.cxd4 Nb6
"French Defense, Tarrasch Variation, Modern System",black,3065,C03,2022-07-28,2280,2319,30.1,36.8,33.1,1.e4 e6 2.d4 d5 3.Nd2 a6
"French Defense, Tarrasch Variation, Morozevich Variation",black,6442,C03,2022-07-22,2270,2306,31.3,31.6,37.2,1.e4 e6 2.d4 d5 3.Nd2 Be7
"French Defense, Tarrasch Variation, Open System",black,3881,C07,2022-07-09,2210,2238,26.2,39.4,34.4,1.e4 e6 2.d4 d5 3.Nd2 c5
"French Defense, Tarrasch Variation, Open System, Advance Line",black,132,C08,2021-08-03,2351,2390,31.1,37.1,31.8,1.e4 e6 2.d4 d5 3.Nd2 c5 4.exd5 exd5 5.Ngf3 c4
"French Defense, Tarrasch Variation, Open System, Euwe-Keres Line",white,5631,C07,2022-07-25,2383,2345,38.5,37.0,24.6,1.e4 e6 2.d4 d5 3.Nd2 c5 4.Ngf3
"French Defense, Tarrasch Variation, Open System, Main Line",black,3510,C09,2022-07-09,2251,2302,20.1,42.4,37.5,1.e4 e6 2.d4 d5 3.Nd2 c5 4.exd5 exd5 5.Ngf3 Nc6
"French Defense, Tarrasch Variation, Open System, Suechting Line",white,1055,C07,2022-06-16,1965,1945,35.2,22.0,42.8,1.e4 e6 2.d4 d5 3.Nd2 c5 4.c3
"French Defense, Tarrasch Variation, Pawn Center Variation",white,4052,C05,2022-07-24,2262,2226,48.1,22.4,29.4,1.e4 e6 2.d4 d5 3.Nd2 Nf6 4.e5 Nfd7 5.f4
"French Defense, Two Knights Variation",white,4846,C00,2022-07-24,2142,2121,40.0,24.6,35.5,1.e4 e6 2.Nc3 d5 3.Nf3
"French Defense, Winawer Variation",black,1913,C15,2022-07-20,2165,2197,31.6,28.8,39.6,1.e4 e6 2.d4 d5 3.Nc3 Bb4
"French Defense, Winawer Variation, Advance Variation",white,1169,C19,2022-07-03,2366,2346,42.0,29.0,29.0,1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.a3 Bxc3+ 6.bxc3 Ne7 7.a4
"French Defense, Winawer Variation, Advance Variation",black,1773,C18,2022-07-24,2246,2265,31.6,25.5,42.9,1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.a3 Bxc3+ 6.bxc3 Ne7
"French Defense, Winawer Variation, Advance Variation",white,104,C17,2022-02-15,2344,2216,72.1,17.3,10.6,1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.a3 cxd4 6.axb4 dxc3 7.Nf3
"French Defense, Winawer Variation, Advance Variation",white,3600,C18,2022-07-14,2291,2265,43.7,26.0,30.3,1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.a3 Bxc3+ 6.bxc3
"French Defense, Winawer Variation, Advance Variation",white,130,C17,2022-07-09,2010,1966,53.9,21.5,24.6,1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.a3
"French Defense, Winawer Variation, Advance Variation",black,565,C17,2022-05-26,2051,2072,37.0,23.9,39.1,1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5
"French Defense, Winawer Variation, Advance Variation, General",white,5264,C16,2022-07-24,2333,2281,41.9,26.9,31.2,1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5
"French Defense, Winawer Variation, Advance Variation, Moscow Variation",white,656,C17,2022-04-20,2264,2245,46.0,21.5,32.5,1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.Qg4
"French Defense, Winawer Variation, Alekhine Gambit, Accepted",black,250,C15,2022-03-22,1970,2060,24.4,17.6,58.0,1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.Ne2 dxe4 5.a3 Bxc3+
"French Defense, Winawer Variation, Alekhine Gambit, Kan Variation",black,927,C15,2022-07-09,2268,2280,30.5,35.6,33.9,1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.Ne2 dxe4 5.a3 Bxc3+ 6.Nxc3 Nc6
"French Defense, Winawer Variation, Alekhine-Maroczy Gambit",white,2611,C15,2022-07-27,2304,2266,40.4,29.6,30.0,1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.Ne2
"French Defense, Winawer Variation, Bogoljubow Variation",white,2848,C17,2022-07-09,2263,2219,43.9,26.7,29.4,1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.Bd2
"French Defense, Winawer Variation, Bogoljubow Variation, Icelandic Defense",white,166,C17,2022-03-26,2326,2264,38.0,39.2,22.9,1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.Bd2 Ne7 6.f4
"French Defense, Winawer Variation, Classical Variation",black,3230,C18,2022-07-23,2200,2234,29.1,26.1,44.9,1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.a3 Bxc3+ 6.bxc3 Qc7
"French Defense, Winawer Variation, Delayed Exchange Variation",white,4314,C01,2022-07-28,2275,2247,35.6,32.8,31.6,1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.exd5
"French Defense, Winawer Variation, Exchange Variation, Canal Attack",white,194,C01,2021-12-21,2350,2324,50.0,25.8,24.2,1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.exd5 exd5 5.Bd3 Ne7 6.Qh5
"French Defense, Winawer Variation, Fingerslip Variation",white,401,C15,2022-04-10,2047,2044,33.2,21.4,45.4,1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.Bd2
"French Defense, Winawer Variation, Fingerslip Variation, Kunin Double Gambit",black,155,C15,2022-01-09,2268,2301,32.9,32.3,34.8,1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.Bd2 dxe4 5.Qg4 Qxd4
"French Defense, Winawer Variation, Fingerslip Variation, Main Line",white,175,C15,2022-04-10,2267,2219,44.0,24.6,31.4,1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.Bd2 dxe4 5.Qg4 Nf6 6.Qxg7 Rg8 7.Qh6
"French Defense, Winawer Variation, Maroczy-Wallis Variation",black,278,C18,2022-04-19,1909,1973,21.6,21.6,56.8,1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.a3 cxd4 6.axb4 dxc3
"French Defense, Winawer Variation, Petrosian Variation",black,1925,C16,2022-07-24,2241,2293,30.1,26.9,43.1,1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 Qd7
"French Defense, Winawer Variation, Poisoned Pawn Variation, General",white,5082,C18,2022-07-30,2343,2306,42.5,28.8,28.7,1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.a3 Bxc3+ 6.bxc3 Ne7 7.Qg4
"French Defense, Winawer Variation, Poisoned Pawn Variation, Main Line",white,2643,C18,2022-04-30,2308,2272,45.3,23.3,31.4,1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.a3 Bxc3+ 6.bxc3 Ne7 7.Qg4 Qc7 8.Qxg7 Rg8 9.Qxh7 cxd4 10.Ne2
"French Defense, Winawer Variation, Poisoned Pawn Variation, Paoli Variation",white,203,C18,2022-05-27,2282,2285,34.5,25.1,40.4,1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.a3 Bxc3+ 6.bxc3 Ne7 7.Qg4 Qc7 8.Qxg7 Rg8 9.Qxh7 cxd4 10.Kd1
"French Defense, Winawer Variation, Positional Variation",white,3356,C19,2022-07-03,2314,2302,39.7,28.3,32.0,1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.a3 Bxc3+ 6.bxc3 Ne7 7.Nf3
"French Defense, Winawer Variation, Retreat  Variation, Armenian Line",black,1710,C18,2022-07-10,2281,2325,29.2,29.9,40.9,1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.a3 Ba5 6.b4 cxd4
"French Defense, Winawer Variation, Retreat  Variation, General",black,692,C18,2022-06-26,2219,2236,34.3,23.3,42.5,1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.a3 Ba5
"French Defense, Winawer Variation, Winckelmann-Riemer Gambit",white,1563,C15,2022-06-21,2236,2226,41.5,21.9,36.5,1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.a3
"French Defense, Wing Gambit",white,1745,C00,2022-07-24,2145,2130,44.2,17.5,38.3,1.e4 e6 2.Nf3 d5 3.e5 c5 4.b4
"Grob Opening, General",white,737,A00,2022-07-12,2075,2120,39.8,13.6,46.7,1.g4
"Grob Opening, Grob Gambit",white,134,A00,2022-07-21,1992,2037,43.3,18.7,38.1,1.g4 d5 2.Bg2
"Grob Opening, Grob Gambit, Declined",black,253,A00,2022-06-28,2196,2184,45.9,15.8,38.3,1.g4 d5 2.Bg2 c6
"Grob Opening, Grob Gambit, Fritz Gambit",white,267,A00,2022-07-24,2025,2018,52.4,10.1,37.5,1.g4 d5 2.Bg2 Bxg4 3.c4
"Grob Opening, Keene Defense",black,205,A00,2022-04-19,2223,2209,52.2,14.2,33.7,1.g4 d5 2.h3 e5 3.Bg2 c6
"Gruenfeld Defense, Botvinnik Variation",black,428,D95,2022-04-19,2388,2384,37.1,37.4,25.5,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.e3 O-O 6.Qb3 e6
"Gruenfeld Defense, Brinckmann Attack",white,2080,D82,2022-07-24,2349,2315,35.1,38.4,26.5,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Bf4
"Gruenfeld Defense, Brinckmann Attack, GrÃ¼nfeld Gambit",black,242,D83,2022-01-26,2250,2319,28.9,31.4,39.7,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Bf4 Bg7 5.e3 O-O
"Gruenfeld Defense, Brinckmann Attack, GrÃ¼nfeld Gambit, Accepted",white,456,D84,2022-03-29,2394,2353,32.0,43.2,24.8,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Bf4 Bg7 5.e3 O-O 6.cxd5 Nxd5 7.Nxd5 Qxd5 8.Bxc7
"Gruenfeld Defense, Brinckmann Attack, GrÃ¼nfeld Gambit, Botvinnik Variation",black,186,D83,2022-06-23,2378,2399,26.9,40.3,32.8,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Bf4 Bg7 5.e3 O-O 6.Rc1 c5 7.dxc5 Be6
"Gruenfeld Defense, Brinckmann Attack, GrÃ¼nfeld Gambit, Capablanca Variation",white,751,D83,2022-04-25,2384,2380,37.0,34.9,28.1,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Bf4 Bg7 5.e3 O-O 6.Rc1
"Gruenfeld Defense, Brinckmann Attack, Reshevsky Gambit",black,172,D83,2022-05-01,2251,2272,26.7,25.6,47.7,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Bf4 Bg7 5.e3 O-O 6.Rc1 c5 7.dxc5 Qa5
"Gruenfeld Defense, Counterthrust Variation",black,108,E60,2022-04-19,2182,2201,41.7,25.0,33.3,1.d4 Nf6 2.c4 g6 3.g3 Bg7 4.Bg2 d5
"Gruenfeld Defense, Exchange Variation",black,11262,D85,2022-07-28,2274,2298,28.6,34.5,36.9,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5
"Gruenfeld Defense, Exchange Variation, Classical Variation",white,3226,D86,2022-07-22,2308,2275,32.4,34.5,33.1,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5 5.e4 Nxc3 6.bxc3 Bg7 7.Bc4
"Gruenfeld Defense, Exchange Variation, Larsen Variation",black,105,D86,2021-03-16,2321,2409,29.5,32.4,38.1,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5 5.e4 Nxc3 6.bxc3 Bg7 7.Bc4 O-O 8.Ne2 Qd7
"Gruenfeld Defense, Exchange Variation, Modern Exchange Variation",white,10031,D85,2022-07-28,2335,2294,35.6,36.5,27.9,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5 5.e4 Nxc3 6.bxc3 Bg7 7.Nf3
"Gruenfeld Defense, Exchange Variation, Modern Exchange Variation, Kramnik's line",white,364,D85,2022-07-24,2435,2385,42.6,32.7,24.7,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5 5.e4 Nxc3 6.bxc3 Bg7 7.Nf3 c5 8.h3
"Gruenfeld Defense, Exchange Variation, Modern Exchange Variation, Pawn Grab line",black,293,D85,2022-07-09,2176,2242,22.2,24.6,53.2,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5 5.e4 Nxc3 6.bxc3 Bg7 7.Nf3 c5 8.Rb1 O-O 9.Be2 Nc6 10.d5 Bxc3+
"Gruenfeld Defense, Exchange Variation, Nadanian Attack",white,444,D85,2022-07-23,2295,2255,38.5,30.4,31.1,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5 5.Na4
"Gruenfeld Defense, Exchange Variation, Seville Variation",white,292,D87,2022-07-03,2315,2283,31.2,40.8,28.1,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5 5.e4 Nxc3 6.bxc3 Bg7 7.Bc4 O-O 8.Ne2 c5 9.O-O Nc6 10.Be3 Bg4 11.f3 Na5 12.Bxf7+
"Gruenfeld Defense, Exchange Variation, Simagin's Improved Variation",black,560,D86,2022-02-22,2332,2367,32.5,31.6,35.9,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5 5.e4 Nxc3 6.bxc3 Bg7 7.Bc4 O-O 8.Ne2 Nc6
"Gruenfeld Defense, Exchange Variation, Sokolsky Variation",white,437,D89,2022-07-01,2304,2301,38.7,30.7,30.7,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5 5.e4 Nxc3 6.bxc3 Bg7 7.Bc4 O-O 8.Ne2 c5 9.O-O Nc6 10.Be3 cxd4 11.cxd4 Bg4 12.f3 Na5 13.Bd3 Be6 14.d5
"Gruenfeld Defense, Exchange Variation, Spassky Variation",white,900,D88,2022-07-24,2177,2157,41.0,32.7,26.3,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5 5.e4 Nxc3 6.bxc3 Bg7 7.Bc4 O-O 8.Ne2 c5 9.O-O Nc6 10.Be3 cxd4 11.cxd4
"Gruenfeld Defense, Exchange Variation, Spassky Variation",black,2663,D87,2022-07-25,2228,2269,31.5,29.4,39.0,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5 5.e4 Nxc3 6.bxc3 Bg7 7.Bc4 O-O 8.Ne2 c5
"Gruenfeld Defense, Exchange Variation, Spassky Variation",black,465,D89,2022-03-08,2252,2275,28.0,36.3,35.7,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5 5.e4 Nxc3 6.bxc3 Bg7 7.Bc4 O-O 8.Ne2 c5 9.O-O Nc6 10.Be3 cxd4 11.cxd4 Bg4 12.f3 Na5 13.Bd3 Be6
"Gruenfeld Defense, Flohr Defense",black,129,D94,2022-01-25,2296,2340,19.4,44.2,36.4,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.e3 O-O 6.Bd3 c6 7.O-O Bf5
"Gruenfeld Defense, Flohr Variation",white,488,D90,2022-06-25,2425,2403,41.2,34.0,24.8,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.Qa4+
"Gruenfeld Defense, General",black,5131,D80,2022-07-24,2260,2279,30.9,31.5,37.6,1.d4 Nf6 2.c4 g6 3.Nc3 d5
"Gruenfeld Defense, Lutikov Variation",white,137,D70,2021-07-05,2192,2163,43.8,19.0,37.2,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.f3
"Gruenfeld Defense, Makogonov Variation",white,574,D94,2022-04-12,2373,2352,36.6,38.3,25.1,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.e3 O-O 6.b4
"Gruenfeld Defense, Opocensky Variation",white,565,D94,2022-07-24,2357,2352,28.9,42.3,28.9,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.e3 O-O 6.Bd2
"Gruenfeld Defense, Russian Variation",white,1041,D96,2022-07-19,2315,2270,45.8,27.4,26.8,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.Qb3
"Gruenfeld Defense, Russian Variation, Accelerated Variation",white,534,D81,2022-07-21,2398,2372,41.2,33.0,25.8,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Qb3
"Gruenfeld Defense, Russian Variation, Byrne (Simagin) Variation",black,740,D97,2022-07-02,2345,2361,28.5,36.1,35.4,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.Qb3 dxc4 6.Qxc4 O-O 7.e4 Nc6
"Gruenfeld Defense, Russian Variation, Hungarian Variation",black,1361,D97,2022-07-10,2359,2388,27.4,35.6,37.0,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.Qb3 dxc4 6.Qxc4 O-O 7.e4 a6
"Gruenfeld Defense, Russian Variation, Prins Variation",black,918,D97,2022-04-15,2362,2388,29.7,34.0,36.3,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.Qb3 dxc4 6.Qxc4 O-O 7.e4 Na6
"Gruenfeld Defense, Russian Variation, Smyslov Variation",black,496,D98,2022-07-11,2338,2384,26.8,38.5,34.7,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.Qb3 dxc4 6.Qxc4 O-O 7.e4 Bg4
"Gruenfeld Defense, Russian Variation, Smyslov Variation",white,184,D99,2021-08-31,2527,2438,42.9,35.9,21.2,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.Qb3 dxc4 6.Qxc4 O-O 7.e4 Bg4 8.Be3 Nfd7 9.Qb3
"Gruenfeld Defense, Russian Variation, Szabo (Boleslavsky)",black,469,D97,2022-06-27,2188,2247,20.9,31.3,47.8,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.Qb3 dxc4 6.Qxc4 O-O 7.e4 c6
"Gruenfeld Defense, Russian Variation, With e4",white,321,D97,2022-07-02,2384,2314,42.7,28.4,29.0,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.Qb3 dxc4 6.Qxc4 O-O 7.e4
"Gruenfeld Defense, Smyslov Defense",black,848,D94,2022-07-10,2292,2327,16.3,48.0,35.7,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.e3 O-O 6.Bd3 c6 7.O-O Bg4
"Gruenfeld Defense, Three Knights Variation",black,3325,D90,2022-07-28,2263,2281,31.8,31.0,37.2,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7
"Gruenfeld Defense, Three Knights Variation, Burille Variation",white,2548,D94,2022-07-24,2131,2115,30.6,29.9,39.5,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.e3
"Gruenfeld Defense, Three Knights Variation, Burille Variation, Reversed Tarrasch",black,1346,D94,2022-07-10,2302,2294,44.6,33.6,21.8,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.e3 c5 6.Be2 cxd4 7.exd4 Nc6 8.O-O O-O
"Gruenfeld Defense, Three Knights Variation, Hungarian Attack",white,2059,D92,2022-07-23,2295,2268,36.5,35.0,28.5,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.Bf4
"Gruenfeld Defense, Three Knights Variation, Hungarian Variation",white,2250,D93,2022-07-24,2229,2192,33.1,32.9,34.0,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.Bf4 O-O 6.e3
"Gruenfeld Defense, Three Knights Variation, Paris Variation",white,530,D94,2022-06-28,1886,1893,21.7,24.3,54.0,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.e3 O-O 6.Bd3
"Gruenfeld Defense, Three Knights Variation, Petrosian System",white,5781,D91,2022-07-29,2286,2270,33.6,34.4,32.1,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.Bg5
"Gruenfeld Defense, Three Knights Variation, Vienna Variation",white,457,D95,2022-05-25,2304,2237,44.9,33.9,21.2,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.e3 O-O 6.Qb3
"Gruenfeld Defense, Zaitsev Gambit",white,210,D80,2022-07-19,2277,2242,44.8,28.1,27.1,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.h4
"Gunderam Defense, General",black,740,C40,2022-06-12,2061,2147,32.2,21.2,46.6,1.e4 e5 2.Nf3 Qe7
"Horwitz Defense, General",black,13502,A40,2022-07-26,2127,2161,33.5,26.9,39.6,1.d4 e6
"Hungarian Opening, Catalan Formation",black,235,A00,2022-05-15,2033,2073,23.4,20.4,56.2,1.g3 d5 2.Bg2 e6
"Hungarian Opening, Dutch Defense",black,630,A00,2022-06-25,2203,2229,28.3,28.9,42.9,1.g3 f5
"Hungarian Opening, General",white,9305,A00,2022-07-25,2264,2254,40.0,27.9,32.1,1.g3
"Hungarian Opening, Indian Defense",black,4878,A00,2022-07-25,2209,2215,25.5,29.8,44.7,1.g3 Nf6
"Hungarian Opening, Reversed Modern Defense",black,237,A00,2022-07-24,2163,2155,35.4,25.3,39.2,1.g3 d5 2.Bg2 c5
"Hungarian Opening, Sicilian Invitation",black,1833,A00,2022-07-09,2273,2279,30.6,30.3,39.1,1.g3 c5
"Hungarian Opening, Slav Formation",black,1811,A00,2022-07-24,2301,2316,31.8,32.1,36.1,1.g3 d5 2.Bg2 c6
"Hungarian Opening, Symmetrical Variation",black,3786,A00,2022-07-16,2263,2284,26.4,32.3,41.3,1.g3 g6
"Indian Game Defense, Pseudo-Queen's Indian, Marienbad System",black,566,A47,2022-06-30,2354,2378,39.6,36.8,23.7,1.d4 Nf6 2.Nf3 b6 3.g3 Bb7 4.Bg2 c5
"Indian Game, Anti-GrÃ¼nfeld, Advance Variation",white,222,E60,2022-04-24,2305,2271,41.0,25.2,33.8,1.d4 Nf6 2.c4 g6 3.d5
"Indian Game, Anti-GrÃ¼nfeld, Alekhine Variation",white,1467,D70,2022-07-13,2376,2352,40.1,25.6,34.4,1.d4 Nf6 2.c4 g6 3.f3
"Indian Game, Anti-GrÃ¼nfeld, Alekhine Variation, Leko Gambit",black,100,D70,2021-12-17,2276,2272,34.0,28.0,38.0,1.d4 Nf6 2.c4 g6 3.f3 e5
"Indian Game, Anti-Nimzo-indian",white,15319,E10,2022-07-27,2334,2295,36.7,32.5,30.8,1.d4 Nf6 2.c4 e6 3.Nf3
"Indian Game, Budapest Defense",black,1294,A51,2022-07-24,1955,1941,48.0,19.4,32.6,1.d4 Nf6 2.c4 e5
"Indian Game, Colle System, King's Indian Variation",black,395,A48,2022-07-24,1947,1932,52.7,22.3,25.1,1.d4 Nf6 2.Nf3 g6 3.e3 Bg7 4.Bd3 d6
"Indian Game, Czech-Indian",black,387,A46,2022-04-19,2130,2145,34.9,24.3,40.8,1.d4 Nf6 2.Nf3 c6
"Indian Game, Dzindzi-Indian Defense",black,818,E10,2022-07-21,2366,2400,32.8,31.9,35.3,1.d4 Nf6 2.c4 e6 3.Nf3 a6
"Indian Game, General",black,32378,A45,2022-07-29,2129,2148,41.8,21.9,36.2,1.d4 Nf6
"Indian Game, Gibbins-Wiedehagen Gambit, Accepted",black,107,A45,2022-04-19,2264,2248,43.9,14.0,42.1,1.d4 Nf6 2.g4 Nxg4
"Indian Game, Kingside Fianchetto",black,7846,E61,2022-07-25,2143,2161,36.1,26.2,37.8,1.d4 Nf6 2.c4 g6
"Indian Game, Knights Variation, General",white,10421,A46,2022-07-30,2258,2235,33.3,33.6,33.1,1.d4 Nf6 2.Nf3
"Indian Game, London System",white,10526,A46,2022-07-28,2176,2148,35.6,28.2,36.2,1.d4 Nf6 2.Nf3 e6 3.Bf4
"Indian Game, London System",white,12633,A48,2022-07-28,2138,2113,33.7,27.9,38.5,1.d4 Nf6 2.Nf3 g6 3.Bf4
"Indian Game, Normal Variation",white,453,A50,2022-07-08,2367,2316,41.5,23.0,35.5,1.d4 Nf6 2.c4
"Indian Game, Paleface Attack",white,132,A45,2022-03-30,1931,1941,34.9,14.4,50.8,1.d4 Nf6 2.f3
"Indian Game, Polish Variation",black,872,A46,2022-07-07,2220,2276,34.4,26.9,38.6,1.d4 Nf6 2.Nf3 b5
"Indian Game, Przepiorka Variation",white,10315,A49,2022-07-25,2265,2246,34.3,33.2,32.5,1.d4 Nf6 2.Nf3 g6 3.g3
"Indian Game, Pseudo-Benko",black,2284,A46,2022-07-24,2260,2306,30.1,24.1,45.8,1.d4 Nf6 2.Nf3 c5 3.d5 b5
"Indian Game, Pseudo-King's Indian Variation",black,11511,A49,2022-07-24,2201,2214,36.0,29.4,34.6,1.d4 Nf6 2.Nf3 g6
"Indian Game, Pseudo-Queen's Indian",black,3730,A47,2022-07-28,2226,2270,36.1,28.6,35.3,1.d4 Nf6 2.Nf3 b6
"Indian Game, Queen's Pawn Opening",black,4050,E00,2022-07-25,2024,2054,36.9,19.4,43.7,1.d4 Nf6 2.c4 e6
"Indian Game, Reversed Chigorin Defense",black,871,A45,2022-07-24,2180,2199,38.2,22.2,39.6,1.d4 Nf6 2.Nc3 c5
"Indian Game, Saemisch-Indian",black,2359,A50,2022-07-24,2265,2320,37.8,24.5,37.8,1.d4 Nf6 2.c4 b6
"Indian Game, Seirawan Attack",white,684,E00,2022-07-24,2039,2009,31.7,21.4,46.9,1.d4 Nf6 2.c4 e6 3.Bg5
"Indian Game, Spielmann-Indian",black,8583,A46,2022-07-25,2202,2217,42.6,28.7,28.7,1.d4 Nf6 2.Nf3 c5
"Indian Game, Tartakower Attack",white,4461,A45,2022-07-24,2228,2217,38.0,29.9,32.1,1.d4 Nf6 2.g3
"Indian Game, Wade-Tarkatower Defense",black,8223,A46,2022-07-24,2188,2221,33.5,28.1,38.4,1.d4 Nf6 2.Nf3 d6
"Indian Game, Yusupov-Rubinstein System",white,10014,A46,2022-07-29,2247,2220,33.7,31.4,35.0,1.d4 Nf6 2.Nf3 e6 3.e3
"Italian Game, Anti-Fried Liver Defense",black,1008,C55,2022-07-24,1509,1546,22.9,12.5,64.6,1.e4 e5 2.Nf3 Nc6 3.Bc4 h6
"Italian Game, Bird's Attack",white,645,C53,2022-07-11,2215,2211,41.7,21.9,36.4,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.c3 Nf6 5.b4
"Italian Game, Classical Variation",black,144,C53,2022-04-08,1943,1943,41.7,16.7,41.7,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.c3 Nf6
